Participants Condition WeightLost
84 skippedBreakfast 2.73291547915073
85 skippedBreakfast 1.65295410715277
86 skippedBreakfast 0.261997692925584
87 skippedBreakfast 0.733511960816971
88 skippedBreakfast 0.53909125666444
89 skippedBreakfast 0.171431925789774
90 skippedBreakfast 0.528769939707071
91 skippedBreakfast 0.519134177248663
92 skippedBreakfast 0.30339465471561
93 skippedBreakfast 0.266188591112431
94 skippedBreakfast 0.270738742881328
95 skippedBreakfast 0.15288374467604
96 skippedBreakfast 0.178874110947694
97 skippedBreakfast 0.229284308434657
98 skippedBreakfast 1.71980144273067
99 skippedBreakfast 0.482483922291081
100 skippedBreakfast -1.63911618635125
101 skipppedLunch -1.68043990442732
102 skipppedLunch 0.536990671921005
103 skipppedLunch 0.455079074617563
104 skipppedLunch -11.6934575103349
105 skipppedLunch 1.12008003710748
106 skipppedLunch 0.261233383162005
107 skipppedLunch 0.653794925705448
108 skipppedLunch 0.302450587857324
109 skipppedLunch 0.444109463115003
110 skipppedLunch 0.969722442491395
111 skipppedLunch 3.01512638984378
112 skipppedLunch 0.449703036036916
113 skipppedLunch 1.83070517579346
114 skipppedLunch 0.726403054138231
115 skipppedLunch 0.507214849418948
116 skipppedLunch 0.715915022563632
117 skipppedLunch 16.0426579475082
118 skipppedLunch -7.83900335592839
119 skipppedLunch 0.507610030986005
120 skipppedLunch 0.406824147769801
121 skipppedLunch 0.508789362238774
122 skipppedLunch 0.441191122416589
123 skipppedLunch -6.24999581400269
124 skipppedLunch 0.920483534958834
125 skipppedLunch 0.380626857728306
126 skipppedLunch 0.276570342085827
127 skipppedLunch 8.72480866091597
128 skipppedLunch -1.01090304043541
129 skipppedLunch 0.59828071671872
130 skipppedLunch 0.489293266893117
131 skipppedLunch 0.350933377803934
132 skipppedLunch 0.271526899626807
133 skipppedLunch 0.705983154157297
134 skipppedLunch -1.94475011800227
135 skipppedLunch -1.11909897360159
136 skipppedLunch -1.01357722873196
137 skipppedLunch 0.689387819258873
138 skipppedLunch 0.475629784457752
139 skipppedLunch 1.87192384664806
140 skipppedLunch 0.286971938202801
141 skipppedLunch 0.425524035854225
142 skipppedLunch 0.872707110130027
143 skipppedLunch 0.39517005393049
144 skipppedLunch 0.459172502557472
145 skipppedLunch 1.02420200893054
146 skipppedLunch 0.453505283866211
147 skipppedLunch 0.290159797567897
148 skipppedLunch 0.36740361366365
149 skipppedLunch 0.4139477703495
150 skipppedLunch 1.3517136492251
151 skipppedLunch 0.569496465498222
152 skipppedLunch -12.5807675790588
153 skipppedLunch 0.493275604246382
154 skipppedLunch 1.14353982719475
155 skipppedLunch 3.91795183449797
156 skipppedLunch 7.32277586132152
157 skipppedLunch 0.629410756002829
158 skipppedLunch 0.862171045734743
159 skipppedLunch 5.03825055813356
160 skipppedLunch 0.620816443926284
161 skipppedLunch 0.244234585764015
162 skipppedLunch 0.242668783270787
163 skipppedLunch 2.52109325898141
164 skipppedLunch 1.97729537300279
165 skipppedLunch 0.625418663559593
166 skipppedLunch 1.00790618207402
167 skipppedLunch 0.23902133993622
168 skipppedLunch 0.446033582568046
169 skipppedLunch 0.425023784324464
170 skipppedLunch 0.424540194440272
171 skipppedLunch 0.94155867091267
172 skipppedLunch 0.363639243082081
173 skipppedLunch -1.79976471100304
174 skipppedLunch 0.670132178519669
175 skipppedLunch 0.28629151383739
176 skipppedLunch -0.835507707435683
177 skipppedLunch -17.5563213551341
178 skipppedLunch -5.6697925525334
179 skipppedLunch 0.384977546137424
180 skipppedLunch 0.681695124044426
181 skipppedLunch 0.894243094372332
182 skipppedLunch 0.384283902383831
183 skipppedLunch -0.817273882734108
184 skipppedLunch 0.346028989953646
185 skipppedLunch 1.30125490122406
186 skipppedLunch 0.484631987870416
187 skipppedLunch 0.332508271522696
188 skipppedLunch 1.91972919512693
189 skipppedLunch 0.245624381466534
190 skipppedLunch 0.800689516021019
191 skipppedLunch 0.368034441156453
192 skipppedLunch -1.06854030104758
193 skipppedLunch 5.20441763121833
194 skipppedLunch 0.732148298679741
195 skipppedLunch 0.342475095378561
196 skipppedLunch 0.601904218340125
197 skipppedLunch -1.61902654669835
198 skipppedLunch 0.425833088792598
199 skipppedLunch 0.53834508342964
200 skipppedLunch 0.32800611733432
201 skippedDinner 1.51195119838094
202 skippedDinner 0.768804952166336
203 skippedDinner 0.324296089796697
204 skippedDinner 3.80429459179126
205 skippedDinner 0.287140210938457
206 skippedDinner -0.447906787600092
207 skippedDinner -0.484125232410424
208 skippedDinner -1.00173849350192
209 skippedDinner 9.91713978578565
210 skippedDinner 2.73924630200603
211 skippedDinner 0.337891297630391
212 skippedDinner -5.50318883828846
213 skippedDinner 0.485301101165317
214 skippedDinner 1.32394319447879
215 skippedDinner 0.553221362430015
216 skippedDinner 0.455298786671374
217 skippedDinner -0.444346831814213
218 skippedDinner 0.690129765694323
219 skippedDinner -5.48244453746591
220 skippedDinner -5.07781976029835
221 skippedDinner -0.901965370836767
222 skippedDinner -29.9327470517445
223 skippedDinner -0.663173980403318
224 skippedDinner -1.3549800650389
225 skippedDinner 1.95997215372241
226 skippedDinner 8.22633152829496
227 skippedDinner 0.617759528987724
228 skippedDinner -0.346852134639912
229 skippedDinner 0.57211098890392
230 skippedDinner 0.840269759890391
231 skippedDinner -0.687220141862168
232 skippedDinner -4.24207813577825
233 skippedDinner -2214.25759301829
234 skippedDinner 2.28270383617479
235 skippedDinner -0.882885744358838
236 skippedDinner -0.76068011933309
237 skippedDinner 0.314763116859983
238 skippedDinner -1.10346144737997
239 skippedDinner -1.3001163739108
240 skippedDinner 1.78468239720002
241 skippedDinner 0.496283212732809
242 skippedDinner -1.05767114778854
243 skippedDinner 1.09428963517444
244 skippedDinner 0.438272501154425
245 skippedDinner 1.37016089855929
246 skippedDinner 5.19881731100526
247 skippedDinner 0.989695076833308
248 skippedDinner 1.50944093099898
249 skippedDinner -0.979362829147052
250 skippedDinner 1.03635235979608
251 skippedDinner -1.23100175930177
252 skippedDinner 0.294368861246059
253 skippedDinner -1.19454869063381
254 skippedDinner 0.342786659717244
255 skippedDinner 0.870192961954689
256 skippedDinner 0.721209113704406
257 skippedDinner 1.92766161147259
258 skippedDinner -0.627868570873327
259 skippedDinner 2.24762913238857
260 skippedDinner 6.20072455475663
261 skippedDinner 0.246353473876556
262 skippedDinner 0.923899722605276
263 skippedDinner 3.03656838552737
264 skippedDinner 1.61671912350427
265 skippedDinner 0.276640136841061
266 skippedDinner -0.522038586722963
267 skippedDinner 2.64839929670272
268 skippedDinner 1.37560462451425
269 skippedDinner 1.0759659897777
270 skippedDinner 0.388992683932958
271 skippedDinner -1.72590163883855
272 skippedDinner -0.390891014990226
273 skippedDinner -3.43611089113007
274 skippedDinner -1.45199981207601
275 skippedDinner -0.422598889702408
276 skippedDinner 1.26122956884668
277 skippedDinner 1.42892650859765
278 skippedDinner -1.08690285217567
279 skippedDinner 0.26881202248819
280 skippedDinner 0.370909810679121
281 skippedDinner -2.28856068037062
282 skippedDinner 0.399230109926785
283 skippedDinner -0.793087096526697
284 skippedDinner 1.38844332957637
285 skippedDinner 0.255379505083904
286 skippedDinner 0.527751937918734
287 skippedDinner -12.1732877468353
288 skippedDinner -0.363871731401499
289 skippedDinner 0.629589337796816
290 skippedDinner -1.34145167024745
291 skippedDinner 0.331010845496266
292 skippedDinner 0.404752318672509
293 skippedDinner 0.973647464663207
294 skippedDinner 0.382366682691178
295 skippedDinner -0.554341510028166
296 skippedDinner 0.265929004027821
297 skippedDinner 0.341692063687785
298 skippedDinner 0.426511949224439
299 skippedDinner 0.833085541256168
300 skippedDinner -1.40277025726395
